geo_id,do_date,total_pop,households,male_pop,female_pop,median_age,male_under_5,male_5_to_9,male_10_to_14,male_15_to_17,male_18_to_19,male_20,male_21,male_22_to_24,male_25_to_29,male_30_to_34,male_35_to_39,male_40_to_44,male_45_to_49,male_50_to_54,male_55_to_59,male_60_to_61,male_62_to_64,male_65_to_66,male_67_to_69,male_70_to_74,male_75_to_79,male_80_to_84,male_85_and_over,female_under_5,female_5_to_9,female_10_to_14,female_15_to_17,female_18_to_19,female_20,female_21,female_22_to_24,female_25_to_29,female_30_to_34,female_35_to_39,female_40_to_44,female_45_to_49,female_50_to_54,female_55_to_59,female_60_to_61,female_62_to_64,female_65_to_66,female_67_to_69,female_70_to_74,female_75_to_79,female_80_to_84,female_85_and_over,white_pop,population_1_year_and_over,population_3_years_over,pop_5_years_over,pop_15_and_over,pop_16_over,pop_25_years_over,pop_25_64,pop_never_married,pop_now_married,pop_separated,pop_widowed,pop_divorced,not_us_citizen_pop,black_pop,asian_pop,hispanic_pop,amerindian_pop,other_race_pop,two_or_more_races_pop,hispanic_any_race,not_hispanic_pop,asian_male_45_54,asian_male_55_64,black_male_45_54,black_male_55_64,hispanic_male_45_54,hispanic_male_55_64,white_male_45_54,white_male_55_64,median_income,income_per_capita,income_less_10000,income_10000_14999,income_15000_19999,income_20000_24999,income_25000_29999,income_30000_34999,income_35000_39999,income_40000_44999,income_45000_49999,income_50000_59999,income_60000_74999,income_75000_99999,income_100000_124999,income_125000_149999,income_150000_199999,income_200000_or_more,pop_determined_poverty_status,poverty,gini_index,housing_units,renter_occupied_housing_units_paying_cash_median_gross_rent,owner_occupied_housing_units_lower_value_quartile,owner_occupied_housing_units_median_value,owner_occupied_housing_units_upper_value_quartile,occupied_housing_units,housing_units_renter_occupied,vacant_housing_units,vacant_housing_units_for_rent,vacant_housing_units_for_sale,dwellings_1_units_detached,dwellings_1_units_attached,dwellings_2_units,dwellings_3_to_4_units,dwellings_5_to_9_units,dwellings_10_to_19_units,dwellings_20_to_49_units,dwellings_50_or_more_units,mobile_homes,housing_built_2005_or_later,housing_built_2000_to_2004,housing_built_1939_or_earlier,median_year_structure_built,married_households,nonfamily_households,family_households,households_public_asst_or_food_stamps,male_male_households,female_female_households,children,children_in_single_female_hh,median_rent,percent_income_spent_on_rent,rent_burden_not_computed,rent_over_50_percent,rent_40_to_50_percent,rent_35_to_40_percent,rent_30_to_35_percent,rent_25_to_30_percent,rent_20_to_25_percent,rent_15_to_20_percent,rent_10_to_15_percent,rent_under_10_percent,owner_occupied_housing_units,million_dollar_housing_units,mortgaged_housing_units,different_house_year_ago_different_city,different_house_year_ago_same_city,families_with_young_children,two_parent_families_with_young_children,two_parents_in_labor_force_families_with_young_children,two_parents_father_in_labor_force_families_with_young_children,two_parents_mother_in_labor_force_families_with_young_children,two_parents_not_in_labor_force_families_with_young_children,one_parent_families_with_young_children,father_one_parent_families_with_young_children,father_in_labor_force_one_parent_families_with_young_children,commute_less_10_mins,commute_10_14_mins,commute_15_19_mins,commute_20_24_mins,commute_25_29_mins,commute_30_34_mins,commute_35_44_mins,commute_60_more_mins,commute_45_59_mins,commuters_16_over,walked_to_work,worked_at_home,no_car,no_cars,one_car,two_cars,three_cars,four_more_cars,aggregate_travel_time_to_work,commuters_by_public_transportation,commuters_by_bus,commuters_by_car_truck_van,commuters_by_carpool,commuters_by_subway_or_elevated,commuters_drove_alone,group_quarters,associates_degree,bachelors_degree,high_school_diploma,less_one_year_college,masters_degree,one_year_more_college,less_than_high_school_graduate,high_school_including_ged,bachelors_degree_2,bachelors_degree_or_higher_25_64,graduate_professional_degree,some_college_and_associates_degree,male_45_64_associates_degree,male_45_64_bachelors_degree,male_45_64_graduate_degree,male_45_64_less_than_9_grade,male_45_64_grade_9_12,male_45_64_high_school,male_45_64_some_college,male_45_to_64,employed_pop,unemployed_pop,pop_in_labor_force,not_in_labor_force,workers_16_and_over,armed_forces,civilian_labor_force,employed_agriculture_forestry_fishing_hunting_mining,employed_arts_entertainment_recreation_accommodation_food,employed_construction,employed_education_health_social,employed_finance_insurance_real_estate,employed_information,employed_manufacturing,employed_other_services_not_public_admin,employed_public_administration,employed_retail_trade,employed_science_management_admin_waste,employed_transportation_warehousing_utilities,employed_wholesale_trade,occupation_management_arts,occupation_natural_resources_construction_maintenance,occupation_production_transportation_material,occupation_sales_office,occupation_services,management_business_sci_arts_employed,sales_office_employed,in_grades_1_to_4,in_grades_5_to_8,in_grades_9_to_12,in_school,in_undergrad_college,speak_only_english_at_home,speak_spanish_at_home,speak_spanish_at_home_low_english
38,2014-01-01,752201,314903,386183,366018,35.1,26850,26003,22931,13522,11561,6919,7400,21228,32642,29397,24267,21177,20737,23332,25372,9776,13204,7980,9235,11960,8477,5855,6358,25970,24634,21358,12450,10118,5608,5796,19620,27263,24204,21413,19044,19537,22380,24497,8991,13090,7066,9498,12989,9973,9017,11502,639477,741594,719909,699381,,595742,490233,380323,,,,,,17548,20113,10664,26529,38308,972,15772,26529,725672,370,313,1188,647,879,635,38751,44668,63473,35373,18064,13227,13158,12633,14064,13846,13219,13791,12919,24633,32414,45061,31435,20415,18541,17483,727322,79270,0.4579,367684,806,103900,185000,279100,314903,117556,52781,12502,3054,211386,20280,7608,14120,14120,20898,36913,15471,26767,17720,27117,15983,1978,151214,126615,188288,23671,320,293,173718,32208,722,24.6,9332,20358,7731,6048,7826,10963,15289,16853,14649,8507,197347,736,104979,79901,48154,60606,43512,29452,12571,1020,469,17094,4756,4397,110568,87469,76029,40164,11587,20110,7553,16394,10140,380014,13631,18923,7106,15942,91549,121201,54028,32183,6493690,2150,1980,359759,34507,21,325252,25548,67212,105552,113235,30831,26902,79736,36794,131264,105552,121236,38844,177779,13667,15498,7086,1626,4465,28418,21661,92421,400841,11689,418604,177138,398937,6074,412530,37800,32030,29387,100705,22777,5326,27490,17129,19328,44853,26997,22682,14337,147326,49201,53295,81273,69746,147326,81273,38785,34358,33148,183653,48034,656823,12684,3286
15,2014-01-01,1422029,456782,713772,708257,38.9,46487,43770,42966,24119,15904,10783,10900,32176,55520,51456,45573,44904,43746,44538,45570,18777,25405,17589,22865,26963,18110,12013,13638,43901,41344,40701,23213,14438,7442,8410,27108,49267,48892,45560,41907,43226,45115,47219,18834,26903,18366,23878,29417,20523,17498,25095,314536,1404489,1368410,1331641,,1147445,988367,742412,,,,,,109216,24472,522731,147962,1877,1591,276277,147962,1274067,36252,38970,1829,1262,6408,4598,21658,26156,78084,34035,24195,13813,14000,14398,14515,15762,14993,17106,14490,31024,44890,64472,50968,37338,42240,42578,1383626,137516,0.4412,539053,1566,375100,587700,833400,456782,190420,82271,20298,3564,287112,48624,11526,22743,35551,28265,28187,75725,1076,6433,14041,19286,1979,237269,137713,319069,54573,816,1024,306501,63144,1412,33,15464,50062,18534,12202,16492,19860,19854,18724,12660,6568,266362,22884,174326,128972,47963,101726,69000,39905,25401,2517,1177,32726,8867,8075,76103,85423,94244,91635,34648,110896,44901,67580,61446,666876,31742,33352,23096,37579,151804,164729,63184,39486,18303090,45326,44999,566883,97951,168,468932,44031,105186,212053,251280,55742,72121,152114,80696,273633,212053,247232,108943,313042,19219,35512,20305,4999,8069,52740,37192,178036,677446,32036,749527,397918,700228,40045,709482,10069,111434,49734,138903,45410,10229,20423,29582,60011,78082,68627,39915,15027,231882,64180,65496,158702,157186,231882,158702,63879,66814,62879,327620,77803,983502,29100,7408
56,2014-01-01,581836,230630,296979,284857,37.3,19089,19686,20678,11611,7800,4670,4556,12232,20758,21153,19808,17379,17028,18198,19988,8934,11691,6608,9438,10491,6789,4762,3632,18181,19994,18262,10218,7105,4445,3244,10774,19145,19333,18164,16180,15764,17967,20535,8138,11351,6458,8705,11176,8106,5630,5982,489559,575221,559994,544566,,458979,389291,301514,,,,,,12581,5149,4660,56966,12717,227,12124,56966,524870,205,156,216,509,3118,2300,30377,36888,62268,32295,11430,9144,10648,10752,10248,11108,10279,10395,9521,18047,24249,33077,24261,15233,12723,9515,567950,63311,0.4347,274985,843,142100,213300,308800,230630,70509,44355,8987,2836,181492,12225,6051,12334,9093,7147,6356,2436,37425,4353,10685,12760,1979,118904,81938,148692,14796,72,203,137719,23769,715,26.1,7236,11921,4878,3468,5628,7331,9290,8985,7747,4025,160121,1961,93013,59874,35278,43120,31513,18098,12063,1036,316,11607,3532,3211,87033,65102,45005,22733,7185,14496,6797,15046,8927,272324,11285,14851,4445,8873,60484,85347,47749,28177,4846565,3774,3709,251676,28692,29,222984,14197,42835,67697,91927,32098,26978,70138,27644,111899,67697,81845,36980,145071,7517,11907,7348,1185,4046,24849,18987,75839,290963,13685,307485,151494,287175,2837,304648,33414,31231,23314,68798,11604,4495,12071,12946,17712,31864,19427,18409,5678,97929,45071,39272,57764,50927,97929,57764,31857,31229,28689,145568,30150,504841,27564,8898
21,2014-01-01,4440204,1728681,2186715,2253489,38.7,141232,144262,144977,88746,59574,33654,33280,92523,149271,140310,138038,138912,142750,150321,150850,55450,78084,48132,63752,80795,53660,32428,25714,133208,135826,139668,84100,57976,32402,30630,84142,146552,138502,139907,137624,144818,156215,159114,61513,84264,52792,72567,93662,67221,49036,51750,3764082,4387410,4279422,4165764,,3542792,3004004,2312495,,,,,,102677,349407,62432,158744,8498,6057,88645,158744,4281460,3614,1965,22177,20555,8466,4653,256055,254129,48392,26948,152774,105004,100724,97642,94969,93022,85583,84813,73021,137713,169150,199666,129000,76995,67534,61071,4302315,772080,0.4775,1974406,741,80100,135300,212600,1728681,571050,245725,36616,19428,1325460,49056,60081,85666,90062,65924,30246,29942,236845,28068,54592,89804,1979,836598,592972,1135709,270877,2002,2829,1012019,257258,568,28.1,67231,114205,40145,31701,43691,57470,64753,68625,57327,25902,1157631,4594,673651,453504,209224,307782,197174,120525,64375,6771,5503,110608,25953,22002,281237,285494,318450,286398,125738,230482,110125,105358,116693,1859975,42943,69702,49510,128588,569770,652919,259062,118342,43394450,20400,19943,1769353,184705,82,1584648,131139,244802,415937,787966,199735,211163,428500,429573,991791,415937,579435,293666,873037,38022,74098,48223,33667,56789,217710,108946,577455,1959442,128358,2101888,1440904,1929677,14088,2087800,44054,172131,115400,465346,108581,32526,283018,90697,84147,233836,162568,119238,47900,662310,179662,364183,426842,326445,662310,426842,226783,227113,226804,1066088,221020,3937646,111393,49483
22,2014-01-01,4663616,1736021,2279968,2383648,36.6,157355,155651,158333,93518,61646,35539,35427,95651,171475,162487,151846,133405,137771,147343,149546,58353,78716,47911,63314,75941,51798,31648,25294,151984,153443,148083,90107,56229,35057,32991,94661,171621,164309,151197,139749,143848,157744,161386,63050,87388,52318,70920,92211,66799,48288,50265,2744265,4606478,4481996,4354277,,3677980,3107941,2431234,,,,,,114528,1492230,79137,234920,24014,8905,78991,234920,4428696,4766,4034,80927,79829,13757,9138,181762,190158,47942,27027,167068,108333,107587,104135,97404,87724,77778,77475,69014,126646,154607,188543,131031,82248,81945,74483,4531598,878394,0.4927,2045554,850,87000,157800,242400,1736021,602937,309533,57495,20872,1334668,54834,85886,84011,66342,59466,39161,50101,268310,36725,76787,89220,1979,751595,622070,1113951,278183,2450,2750,1108474,385466,676,32.5,84386,146499,50950,38148,46437,52248,54928,61048,45825,22468,1133084,4979,597222,415211,170699,354266,187860,114430,64256,6080,3094,166406,31644,26470,265283,288688,332899,294958,110821,269572,98501,156400,130187,1947309,36198,60290,64592,145958,642617,651862,217342,78242,49601075,25582,23711,1847379,187105,234,1660274,129395,186448,483170,889374,169443,173858,486729,471960,1055768,483170,595481,254423,842620,27672,76349,40042,33232,66578,212423,115433,571729,2031115,149850,2197041,1480939,2007599,16076,2180965,81665,218585,164773,479101,102298,31635,157532,104592,110887,235202,182831,109798,52216,681589,236260,271074,450431,391761,681589,450431,254137,247165,241427,1160552,230228,4001758,161432,74145
53,2014-01-01,7294336,2800423,3645665,3648671,37.6,232133,236092,228937,138580,89674,50995,49221,153213,285382,273997,253272,231804,236156,237502,240142,91135,128404,79013,101916,129502,79848,52733,46014,220875,226486,218358,131414,84684,45955,45545,140231,265299,261517,246460,224820,231612,238984,247031,97320,137607,82458,114092,143506,95236,66736,82445,5039208,7210228,7028966,6841328,,5843155,5001943,3928444,,,,,,536793,259482,602020,911573,80274,12077,343226,911573,6382763,37110,28173,20314,16307,45730,26461,350771,372614,70116,36888,144695,95789,99129,104429,107027,112120,110303,115143,105170,210273,286122,381845,281885,196331,215941,234221,7161708,821621,0.4568,3064381,1194,200900,311700,480300,2800423,1043871,263958,40339,22884,1941657,117550,74499,109737,138938,155476,136073,188005,195923,68422,105254,148019,1981,1407804,987127,1813296,372051,5096,5311,1632875,323113,1051,29.3,57036,223782,87107,67836,96722,122501,137002,135399,83006,33480,1756552,44179,1207408,879586,340147,524663,382743,203509,161374,13015,4845,141920,40467,36648,384727,413895,490886,462971,215977,447960,249535,325692,286520,3278163,125965,207176,106267,192165,832720,1063147,466946,245445,90445860,225913,194937,2853633,346825,8499,2506808,142560,501449,1104621,917800,375788,471410,807708,444721,1109016,1104621,1415407,658640,1684945,92356,193744,123712,35507,48914,217892,221214,933339,3513856,198330,3761036,2082119,3485339,48850,3712186,91208,324204,230167,757898,187588,78995,354379,161118,178562,411244,454863,186128,97502,1441782,337733,426786,714608,592947,1441782,714608,365134,353892,361036,1741942,379418,5514852,579129,234888
35,2014-01-01,2092434,775651,1035850,1056584,37.5,65489,68991,74413,43073,28906,14532,16461,46280,72920,71647,65487,58525,59422,64072,66737,26595,36576,23323,31120,41466,27747,17926,14142,62868,68869,69480,40981,27228,15083,14125,41375,68360,67732,62609,60633,61011,67898,73080,28397,41064,26582,34992,45445,32319,23045,23408,788308,2068256,2015956,1964077,,1655769,1394280,1052765,,,,,,123123,38016,29571,1015751,183408,4056,32278,1015751,1076683,2121,1398,3031,2789,57096,49555,49861,66105,48059,26085,71461,46565,45977,46783,43912,40663,37203,34927,33099,61051,73430,87444,58236,33084,32953,28863,2050855,410389,0.4788,932818,828,98200,166800,261300,775651,251409,157167,24306,12441,599433,32386,17038,35712,27260,22643,16468,21651,158166,11722,22074,37994,1982,342830,282875,492776,135205,1557,1881,494164,143521,694,29.7,28274,55246,20272,14725,19821,24850,27637,28463,20660,11461,524242,3661,287148,158181,112310,148280,84148,42693,36140,3763,1552,64132,15964,14073,140560,143631,153515,127187,46670,98136,37610,45389,45105,837803,18023,42468,17712,45052,256423,288860,125083,60233,18475675,10139,8942,794374,88207,72,706167,42958,114664,213129,303626,85994,116002,241381,205558,368487,213129,274713,165067,442039,19279,36891,29356,17216,21002,74561,55097,253402,882735,68370,960566,695203,880271,9461,951105,36314,101380,61448,222973,42234,13466,35542,45051,65554,101845,102517,37313,17098,317113,96941,87617,198087,182977,317113,198087,111868,114716,112672,542173,121091,1281412,535918,146440
51,2014-01-01,8413774,3128415,4138574,4275200,38.1,262126,262476,268863,160621,117869,62634,61179,179327,299119,292064,275908,268434,277972,288812,275455,103456,138449,85367,114500,141649,93247,59520,49527,247829,256800,253960,154752,114625,58370,56928,165063,290642,288636,281439,270497,286761,303545,292016,113703,153198,95987,129726,165511,118607,82787,93818,5233111,8314115,8112785,7903819,,6756219,5730352,4500106,,,,,,502400,1582421,526973,771177,17747,21295,256310,771177,7642597,35983,24545,104047,93101,45277,25027,371841,367332,71564,37763,165334,114411,113351,118126,120742,120540,116458,124993,111844,223854,299458,404293,307236,217713,255538,314524,8162107,893580,0.4682,3491091,1202,160400,264900,435900,3128415,1057536,362676,63404,33483,2152581,384635,57496,97136,162443,198479,69036,187874,180297,57820,108297,157168,1982,1578357,1043170,2085245,288254,4483,5003,1867427,425319,1015,29.4,74184,228944,90152,66301,93306,117010,136868,129874,84447,36450,2070879,36463,1430890,917350,302989,588532,408060,250797,142737,10399,4127,180472,40039,36795,395423,470630,589697,566672,265910,567400,303862,411917,373201,3944712,99787,207721,111310,194930,947266,1189295,530572,266352,112173755,184405,84111,3588194,382324,82627,3205870,244193,436970,1244489,1154825,346434,692598,766185,612820,1381080,1244489,1805025,942374,1549589,70740,218049,194218,43576,79388,280589,197584,1084144,4118723,217670,4450906,2305313,4152433,114513,4336393,37434,366689,271915,909534,258612,81788,291491,216916,366443,431998,628691,181324,75888,1804637,344374,437992,847431,684289,1804637,847431,414813,415667,429296,2136022,503287,6632464,562347,236492
01,2014-01-01,4864680,1860269,2355799,2508881,38.9,149151,154426,158729,98202,65598,36376,35261,97598,162663,148737,144144,147214,150559,160452,160682,60037,85569,51870,70217,91817,61026,38279,27192,142974,147748,153364,94199,65915,35484,34087,95610,165559,155701,153698,154326,159748,170310,173329,68825,94573,60161,80851,108141,80154,57880,56244,3196730,4809280,4693070,4572555,,3894696,3299958,2516126,,,,,,105024,1285737,63936,203146,23243,7503,82864,203146,4661534,4446,2562,72596,71373,9857,5499,219672,221904,48486,26846,163312,117629,114088,108736,100244,98408,89216,86970,74023,147857,176464,213319,139638,82409,78452,69504,4742208,829400,0.4797,2244462,772,76400,137200,224200,1860269,585046,384193,67917,27231,1539939,34286,46772,65106,96073,72796,41642,47234,298206,35723,80214,93058,1983,883386,630364,1229905,276211,1590,2157,1098793,334569,562,29.5,81633,125284,43960,33165,43244,58643,59794,64403,51898,23022,1275223,4902,722643,460296,195803,329913,196301,114479,71452,6607,3763,133612,24152,20449,238394,279860,334026,313420,133836,293268,117013,123106,151641,1984564,22977,66881,39431,115360,602858,687059,305506,149486,49084915,6959,6427,1934423,174391,98,1760032,118799,273493,515443,838776,199534,221842,514121,470043,1020172,515443,655266,307152,987148,44028,91352,55173,26202,64882,209887,125775,617299,2076708,147898,2237164,1657532,2051445,12558,2224606,30912,173969,135759,465072,114993,32766,295803,106266,112901,244280,199311,111448,53228,715206,200403,362929,458464,339706,715206,458464,246192,248704,254334,1182234,257248,4335573,148420,63979
08,2014-01-01,5531141,2113387,2780831,2750310,36.6,171155,182468,183742,107404,75396,38768,39582,119777,221913,219400,199031,185937,181419,178165,178485,67167,93106,56955,73215,87863,56335,33978,29570,164044,172931,175592,102483,69347,34859,35734,109267,204719,203125,191163,173146,175971,179799,184516,72993,97899,60055,78215,99528,65456,45975,53493,3778212,5467766,5331855,5195942,,4409148,3748592,3007954,,,,,,318943,216732,169556,1184794,30131,10352,133884,1184794,4346347,10475,6630,16329,12656,65021,42681,260386,270547,68811,36415,107807,73311,73097,81688,83573,88139,87818,88689,79871,163943,212739,288416,212974,145127,159913,166282,5409817,590504,0.4578,2352202,1196,205000,313600,459500,2113387,742242,238815,38412,16072,1474537,164593,38138,77136,108196,135898,125584,129050,97247,55190,69784,63720,1983,1050035,761704,1351683,182295,3896,4689,1259819,239886,1078,30.5,37205,171798,68218,50420,69658,85876,94034,90638,52145,22250,1371145,23218,983251,666029,302602,391839,292602,171287,109055,9063,3197,99237,26622,24544,326205,353163,404695,395031,176495,369921,183066,185800,209482,2603858,80354,218214,60272,108846,630357,846411,354162,173611,66357435,86516,67401,2374938,249461,10676,2125477,119835,314214,944470,657022,232804,409786,570533,322718,803431,944470,1230568,560422,1117551,57727,163056,109086,26379,32732,163406,145956,698342,2839374,139326,3012312,1396836,2822072,33612,2978700,67013,304240,229930,589452,197450,81306,190116,142169,133785,307896,395179,130765,70073,1186757,266469,282162,620318,483668,1186757,620318,284619,284891,284520,1396806,306341,4314327,612425,217269
28,2014-01-01,2988762,1105576,1450379,1538383,37.2,95979,102480,106018,63377,45181,23790,22584,61421,100717,90580,92633,88342,88387,93735,94243,36691,49642,30461,40787,51581,36006,20518,15226,92596,98094,101336,60428,43900,22922,23078,58264,101372,96094,97471,92468,95135,101016,103293,39832,56185,33996,46741,61955,46106,32666,33435,1696952,2953805,2879089,2800187,,2350291,1967314,1517836,,,,,,43317,1121752,28170,90493,12990,2858,34893,90493,2898269,1727,1133,60564,59759,4912,2784,113194,115229,43567,23434,113175,76319,74327,68278,65117,61203,54498,53790,47283,84396,102096,123926,73926,40786,36688,29768,2890347,599795,0.4784,1316108,762,64100,114500,189600,1105576,351558,210532,37625,15771,909562,14834,31456,39284,58371,31750,14194,15078,200009,20546,43114,44847,1983,491943,365308,740268,186863,696,1126,720308,260789,566,30.1,54885,75811,26436,19691,26768,32761,37015,36473,28664,13054,754018,2215,374676,284866,103303,214991,113438,70420,37187,3487,2344,101553,16788,14084,171606,186904,198386,174203,72979,163893,64281,80718,74948,1187918,17028,27779,25528,71851,366091,408064,176816,82754,29189080,3393,3136,1148639,111401,27,1037238,96421,184334,266274,474505,116918,116055,323976,316345,596564,266274,340060,162903,625228,27811,42662,25678,21639,43648,122829,78431,362698,1228537,110036,1349340,1000951,1215697,10767,1338573,33265,119187,81780,303809,56502,15282,163470,57984,66493,143207,84296,73406,29856,392309,131077,220120,264557,220474,392309,264557,165519,162367,162757,782219,168114,2691455,68037,31017
47,2014-01-01,6651089,2567061,3243678,3407411,38.7,206076,211506,217232,131783,85935,47663,46618,133615,230485,211847,206381,207751,215466,219604,213346,81849,115819,73255,97969,121065,82041,49804,36568,197515,201283,210213,125786,81318,44847,44571,134422,233417,217262,215136,208908,222042,233143,234924,89965,128148,79854,109710,143874,102340,72716,76017,4924145,6575703,6412354,6247498,,5321857,4530706,3485493,,,,,,208634,1107218,112015,352402,15172,9686,127133,352402,6298687,6949,4270,65401,59082,17527,9182,339946,333605,50972,28511,190342,141456,143086,143310,141143,136061,130436,127042,108652,212139,260418,305237,193963,113288,109904,110584,6488786,1046508,0.4802,2930530,841,94100,158600,254000,2567061,865902,363469,66691,29572,2009258,88505,83742,94003,138185,111761,61280,68251,272979,62366,95427,136808,1983,1241573,871215,1695846,391326,3446,4379,1501394,409603,647,29.2,87141,178661,72227,51903,71627,95293,100497,101660,72959,33934,1701159,10393,1012457,636495,309848,459171,286441,165540,107052,8832,5017,172730,36477,31976,341274,394715,475953,455360,202946,405831,187294,183811,225390,2872574,39970,130652,57437,151711,814442,977266,421986,201656,71675365,21786,20045,2772904,269408,242,2503496,154894,323928,762299,1198201,287384,311861,655225,590270,1467848,762299,980952,443752,1266537,54427,133725,76930,40645,77995,297323,165039,846084,3047809,191544,3257398,2064459,3003226,18045,3239353,30358,294006,193830,689455,176336,53400,398909,147073,126791,364881,296619,197415,78736,1059099,267582,515886,687380,517862,1059099,687380,326317,340533,341137,1574474,325686,5804167,254705,113381
