geo_id,nonfamily_households,family_households,median_year_structure_built,rent_burden_not_computed,rent_over_50_percent,rent_40_to_50_percent,rent_35_to_40_percent,rent_30_to_35_percent,rent_25_to_30_percent,rent_20_to_25_percent,rent_15_to_20_percent,rent_10_to_15_percent,rent_under_10_percent,total_pop,male_pop,female_pop,median_age,white_pop,black_pop,asian_pop,hispanic_pop,amerindian_pop,other_race_pop,two_or_more_races_pop,not_hispanic_pop,commuters_by_public_transportation,households,median_income,income_per_capita,housing_units,vacant_housing_units,vacant_housing_units_for_rent,vacant_housing_units_for_sale,median_rent,percent_income_spent_on_rent,owner_occupied_housing_units,million_dollar_housing_units,mortgaged_housing_units,families_with_young_children,two_parent_families_with_young_children,two_parents_in_labor_force_families_with_young_children,two_parents_father_in_labor_force_families_with_young_children,two_parents_mother_in_labor_force_families_with_young_children,two_parents_not_in_labor_force_families_with_young_children,one_parent_families_with_young_children,father_one_parent_families_with_young_children,father_in_labor_force_one_parent_families_with_young_children,commute_10_14_mins,commute_15_19_mins,commute_20_24_mins,commute_25_29_mins,commute_30_34_mins,commute_45_59_mins,aggregate_travel_time_to_work,income_less_10000,income_10000_14999,income_15000_19999,income_20000_24999,income_25000_29999,income_30000_34999,income_35000_39999,income_40000_44999,income_45000_49999,income_50000_59999,income_60000_74999,income_75000_99999,income_100000_124999,income_125000_149999,income_150000_199999,income_200000_or_more,renter_occupied_housing_units_paying_cash_median_gross_rent,owner_occupied_housing_units_lower_value_quartile,owner_occupied_housing_units_median_value,owner_occupied_housing_units_upper_value_quartile,married_households,occupied_housing_units,housing_units_renter_occupied,dwellings_1_units_detached,dwellings_1_units_attached,dwellings_2_units,dwellings_3_to_4_units,dwellings_5_to_9_units,dwellings_10_to_19_units,dwellings_20_to_49_units,dwellings_50_or_more_units,mobile_homes,housing_built_2005_or_later,housing_built_2000_to_2004,housing_built_1939_or_earlier,male_under_5,male_5_to_9,male_10_to_14,male_15_to_17,male_18_to_19,male_20,male_21,male_22_to_24,male_25_to_29,male_30_to_34,male_35_to_39,male_40_to_44,male_45_to_49,male_50_to_54,male_55_to_59,male_60_61,male_62_64,male_65_to_66,male_67_to_69,male_70_to_74,male_75_to_79,male_80_to_84,male_85_and_over,female_under_5,female_5_to_9,female_10_to_14,female_15_to_17,female_18_to_19,female_20,female_21,female_22_to_24,female_25_to_29,female_30_to_34,female_35_to_39,female_40_to_44,female_45_to_49,female_50_to_54,female_55_to_59,female_60_to_61,female_62_to_64,female_65_to_66,female_67_to_69,female_70_to_74,female_75_to_79,female_80_to_84,female_85_and_over,white_including_hispanic,black_including_hispanic,amerindian_including_hispanic,asian_including_hispanic,commute_5_9_mins,commute_35_39_mins,commute_40_44_mins,commute_60_89_mins,commute_90_more_mins,households_retirement_income,armed_forces,civilian_labor_force,employed_pop,unemployed_pop,not_in_labor_force,pop_16_over,pop_in_labor_force,asian_male_45_54,asian_male_55_64,black_male_45_54,black_male_55_64,hispanic_male_45_54,hispanic_male_55_64,white_male_45_54,white_male_55_64,bachelors_degree_2,bachelors_degree_or_higher_25_64,children,children_in_single_female_hh,commuters_by_bus,commuters_by_car_truck_van,commuters_by_carpool,commuters_by_subway_or_elevated,commuters_drove_alone,different_house_year_ago_different_city,different_house_year_ago_same_city,employed_agriculture_forestry_fishing_hunting_mining,employed_arts_entertainment_recreation_accommodation_food,employed_construction,employed_education_health_social,employed_finance_insurance_real_estate,employed_information,employed_manufacturing,employed_other_services_not_public_admin,employed_public_administration,employed_retail_trade,employed_science_management_admin_waste,employed_transportation_warehousing_utilities,employed_wholesale_trade,female_female_households,four_more_cars,gini_index,graduate_professional_degree,group_quarters,high_school_including_ged,households_public_asst_or_food_stamps,in_grades_1_to_4,in_grades_5_to_8,in_grades_9_to_12,in_school,in_undergrad_college,less_than_high_school_graduate,male_45_64_associates_degree,male_45_64_bachelors_degree,male_45_64_graduate_degree,male_45_64_less_than_9_grade,male_45_64_grade_9_12,male_45_64_high_school,male_45_64_some_college,male_45_to_64,male_male_households,management_business_sci_arts_employed,no_car,no_cars,not_us_citizen_pop,occupation_management_arts,occupation_natural_resources_construction_maintenance,occupation_production_transportation_material,occupation_sales_office,occupation_services,one_car,two_cars,three_cars,pop_25_64,pop_determined_poverty_status,population_1_year_and_over,population_3_years_over,poverty,sales_office_employed,some_college_and_associates_degree,walked_to_work,worked_at_home,workers_16_and_over,associates_degree,bachelors_degree,high_school_diploma,less_one_year_college,masters_degree,one_year_more_college,pop_25_years_over,commute_35_44_mins,commute_60_more_mins,commute_less_10_mins,commuters_16_over,hispanic_any_race,pop_5_years_over,speak_only_english_at_home,speak_spanish_at_home,speak_spanish_at_home_low_english,do_date
51,1052038,2054857,1981,77162,235345,96695,69400,98674,123105,140161,126252,85284,34948,8382993,4126326,4256667,37.8,5239479,1583049,519910,753353,16415,23466,242264,7629640,194457,3106895,66262,34780,3468952,362057,59935,36649,959,29.8,2019869,34527,1398239,592924,398985,243703,140916,10382,3984,193939,42770,39621,473808,588334,579770,264369,554432,364320,110751810,179078,117945,120840,130714,128140,130868,125258,135129,112780,233064,307469,399064,302811,193763,229887,260085,1144,157200,257800,424300,1549808,3106895,1087026,2132930,369981,61988,99116,169543,207284,64901,186337,175578,18095,104946,158392,262095,265498,267522,161405,121561,61755,64552,179119,300494,291057,277376,268637,276153,295670,272547,101648,134807,83163,111252,136167,89046,57153,47649,248822,262111,250087,152274,114254,61858,55142,169620,292578,288676,282940,266949,288107,309508,292602,112261,145864,97196,124893,155492,109061,82318,94054,5718051,1612831,22773,524476,307946,133468,163375,291203,116981,671574,119242,4317898,4081600,236298,2284450,6721590,4437140,34829,24749,107294,90634,44456,23361,377083,363670,1209217,1752308,1869814,436745,90228,3564834,374422,87470,3190412,936000,325284,41564,372891,264211,893646,262304,82960,292968,222770,356843,440930,600339,170067,80107,5655,251719,0.4681,892827,243812,1399157,304009,415691,410842,428043,2143693,517193,629761,72021,213905,186209,44568,82012,281130,200980,1080825,4801,1753599,110918,191842,499540,1753599,347368,390307,903468,686858,962104,1181238,519992,4497874,8131328,8283737,8079072,909346,903468,1554356,96587,190819,4116194,426955,1209217,1168567,346176,651715,781225,5685318,296843,408184,395315,3925375,753353,7872076,6620451,553342,234844,2015
05,383169,761494,1983,48738,81361,32433,22877,30007,38196,44884,44991,38341,16835,2978204,1463576,1514628,37.9,2174934,466486,41932,207743,18221,3826,57511,2770461,5791,1144663,41995,23589,1347598,202935,37674,18720,521,28.9,746000,2926,408732,211848,130825,70881,51255,4649,4040,81023,19221,16014,214394,206649,175476,63758,136914,68522,26793195,103788,80765,74574,79082,71857,72241,61504,58489,51970,91200,111498,118687,67737,38338,28889,34044,695,71400,120700,191200,561297,1144663,398663,933701,22514,41042,45310,52599,49910,17804,18089,165211,8361,49211,51395,94916,105083,100588,63725,45041,18839,20097,60749,95009,95370,92036,90385,91972,98711,94802,34558,49370,30707,44650,55988,36867,22697,21416,93788,93971,98877,54996,39233,20117,24042,56323,101710,93302,92722,92356,90392,102507,103344,37317,53842,34607,47741,65721,44074,35444,38202,2308047,469555,20797,42404,168778,22561,30462,43068,25172,215748,4841,1349814,1271063,78751,997852,2352507,1354655,2695,1952,26254,25139,11743,4640,145547,144432,278975,344231,705944,190210,5405,1170475,134929,171,1035546,322934,166012,41301,97668,81587,309993,57546,20718,177030,59802,58243,174804,91447,70419,30505,1702,71602,0.4773,154406,84027,678452,161934,159552,155337,152326,742104,158985,290071,18477,44980,25236,19223,39516,143165,78816,369413,704,408507,28929,73762,95609,408507,139324,209864,301090,212278,390725,436660,171914,1509705,2887337,2938341,2865367,550508,301090,585915,22033,38370,1253288,135029,278975,550196,137365,109389,313521,1987819,53023,68240,227942,1214918,207743,2789500,2587171,145118,68432,2015
24,723095,1454839,1977,41492,171975,65085,52064,64866,84537,101594,83697,54648,21817,6006401,2912348,3094053,38.3,3115032,1743829,382537,572263,10346,20457,159542,5434138,271533,2177934,75847,37522,2434465,256531,44999,27346,1133,30.3,1436159,25911,1061376,425641,272228,176850,82199,10408,2771,153413,35806,32902,289962,343768,364241,170686,431812,356384,93478735,107588,68224,69310,73312,75027,82307,73691,82450,72303,156852,215490,292435,229480,163247,207315,208903,1278,200500,299800,445400,1042467,2177934,741775,1244383,519418,37531,61783,117562,208087,50536,159010,35281,11675,64301,131583,186793,192933,191787,117077,77913,43857,41146,120402,210455,201818,188336,186225,199546,218360,203535,72229,94572,55907,80496,91996,61295,40879,34791,179834,182469,182014,114825,77885,40967,38266,115747,212321,209539,202206,192962,214740,236016,217845,82094,112702,69165,89542,110929,81874,59253,70858,3395048,1770161,15403,385167,166134,105984,154549,311082,126395,454513,31253,3207268,3031466,175802,1576025,4814546,3238521,26076,19809,119724,95577,34261,17553,231530,231779,866352,1315505,1347732,350327,127020,2479929,265758,122836,2214171,617021,190661,13956,268768,204648,702633,179443,65605,139239,162058,325069,300049,470532,138259,61207,3366,154556,0.4524,725262,140256,1029325,256358,297006,293604,310394,1565730,373592,425666,45403,154929,144086,27152,50002,217777,148893,788242,4343,1353990,124086,203201,464032,1353990,233312,245694,665062,533408,698222,812333,309622,3255501,5863290,5934005,5791677,570776,665062,1055881,77065,131975,3001281,266499,866352,901946,241562,505272,547820,4102486,260533,437477,214443,2869306,572263,5639774,4595216,443296,205784,2015
10,117210,235385,1983,9554,22895,8822,5560,7968,9683,12956,12373,8417,4686,945934,458208,487726,39.7,596375,200433,35950,85306,2397,3242,21966,860628,12104,352595,61255,31441,421734,69139,7984,4839,877,29.3,249681,1540,163216,63389,39355,22792,14457,2046,60,24034,4820,4604,62692,68105,72459,28069,55668,30366,10915665,19146,11772,14735,18128,14881,17395,17887,15329,13379,29418,36908,52486,31945,18796,22193,18197,1049,165300,240200,344700,170416,352595,102914,250839,58497,7268,10623,14125,24094,7761,11866,36463,2416,14386,19230,28449,25897,31599,18300,12595,7172,6344,18887,32273,28803,29769,24136,29182,33392,30517,13014,15916,11527,13389,19705,11673,8173,7496,26996,26745,29717,16497,13324,7797,5385,17594,32861,30411,29231,27591,31867,34995,35389,13546,18919,12849,17727,20581,15318,10253,12133,654904,203863,3121,36114,36911,8451,14408,21983,12082,85296,2873,475209,447516,27693,287168,765250,478082,2497,1580,13529,10340,4398,2376,41292,44682,117581,159781,204200,62813,8897,393781,34752,256,359029,114307,16197,5106,45372,28858,111772,43739,6759,36264,20336,23880,54829,45324,17915,7362,617,20759,0.4523,84348,25583,194810,47881,42456,47864,47487,233348,55844,72355,7996,22377,14677,4019,10036,39469,23447,122021,856,178788,12950,24142,47986,178788,38720,40794,104483,84731,120887,135033,51774,491812,920355,935813,914137,114360,104483,183542,9655,20878,441183,52556,117581,171293,41122,60228,89864,652636,22859,34065,46022,420305,85306,890489,773482,64194,23529,2015
21,584329,1131839,1979,65875,114467,41975,31690,46728,56423,67165,73265,56676,23651,4425092,2174892,2250200,38.8,3768120,351192,59378,146127,7474,3835,86365,4278965,21727,1716168,45215,25082,1957133,240965,37717,21509,545,28.1,1138253,3873,659302,308416,195419,116744,63977,8211,6487,112997,25500,21944,280394,314976,284383,121672,232252,111507,42904915,157997,113803,107657,103126,96573,99230,91737,84248,75238,139359,172052,191044,115157,62298,56389,50260,702,78700,130000,200300,828120,1716168,577915,1306448,46235,58039,82273,96894,64329,27886,31143,242307,7115,52088,91366,139784,142664,145447,88691,61282,36332,32450,88410,142757,137015,138648,144106,141949,155631,150028,58788,75151,46780,62165,78997,50927,33259,23631,133582,135924,138886,85605,61378,34789,28492,82586,143532,138198,138337,142381,142910,160988,160054,61657,82532,52191,71566,89947,65383,46082,53200,3865712,355718,8914,59626,205766,55239,57737,65961,36943,349811,12841,2062779,1928967,133812,1455765,3531385,2075620,3112,1779,24427,21296,6351,3625,260103,254179,406865,570775,1010583,260505,21358,1744081,184672,7,1559409,459829,190900,49038,177600,112185,456914,103324,30394,275351,92038,85466,235867,151808,113365,45617,2572,110455,0.4781,289309,128838,1002541,290837,222080,229987,229839,1062437,223429,443964,37186,71658,49135,34403,59282,219703,110180,581547,2035,641200,48868,128574,99140,641200,177972,329430,458167,322198,579267,650371,247501,2314662,4290022,4373403,4265243,794055,458167,846111,46953,59739,1898550,235061,406865,799916,197430,207579,413620,2988790,112976,102904,277747,1838811,146127,4151726,3931934,108983,44831,2015
18,881448,1633695,1973,65353,174543,64484,47375,65245,87641,94824,95247,76193,29358,6619680,3253089,3366591,37.5,5288882,596275,137392,439094,14075,7004,134644,6180586,33240,2515143,50532,26396,2841450,326307,70470,30121,603,29.1,1714880,5796,1136967,481622,303086,177621,113402,9027,3036,178536,45971,39988,444511,506586,448393,206213,346841,191963,68972140,168008,126383,139691,141379,140982,142433,135739,131206,116651,215360,268904,313960,195160,104528,91187,83572,758,84100,131000,197800,1213558,2515143,800263,2054629,101177,75026,104369,133983,105340,62792,62730,140659,12747,63090,166292,211439,218504,236534,137994,95855,48917,52147,147494,213198,207189,206802,204796,209685,225227,218424,85171,112127,66989,84462,109109,74396,46058,40572,207770,212513,218159,136821,95703,51888,49395,134974,211814,209821,208599,202401,210470,233047,234147,88180,117151,67910,99916,127273,95165,69640,83834,5559694,605660,15704,138664,351674,86552,96771,118318,52533,496424,3013,3312603,3119966,192637,1899776,5215392,3315616,7814,3740,35221,29978,19943,12919,366169,365540,697223,906492,1579734,391958,25692,2809492,264220,1971,2545272,635932,354807,46148,279499,184729,693683,166396,51180,593823,141495,102916,359998,258117,157851,84131,3300,169427,0.4519,390897,188505,1496775,301335,355052,359869,364729,1693308,372348,514136,63145,132136,76490,32415,62343,319561,164544,850634,2832,1025473,87529,173912,198199,1025473,281205,586651,710805,515832,829588,958940,383276,3398249,6417418,6540691,6370886,933181,710805,1264542,69969,109168,3063590,364142,697223,1274406,288014,286021,612386,4363573,183323,170851,455741,2954422,439094,6200471,5678584,282711,117545,2015
31,274362,469797,1972,19288,47080,20832,12179,20767,26410,31209,35266,26720,14014,1896190,942589,953601,36.1,1518020,88318,39535,196968,14620,2254,35649,1699222,7565,744159,54996,29000,820925,76766,15328,5020,611,26.9,490394,1890,302527,152704,109580,72734,33472,2689,685,43124,10638,9240,174921,171784,136760,54630,85936,31212,17215370,42657,36827,36030,41023,36402,39770,37763,34794,32086,61397,82098,98049,68011,35526,33059,28667,750,91600,141600,214600,369426,744159,253765,595285,30570,15734,21812,34665,40611,29480,23532,28806,4047,22153,40556,66216,66176,68926,39160,26676,14358,15875,41690,62232,66796,62351,56616,52744,61869,61594,24096,31929,19238,22446,30865,20732,14899,15105,64448,65922,62708,37074,27122,13098,14573,39585,57980,65644,61514,51965,54481,62007,64575,22595,32904,19200,25940,35162,26638,20853,27613,1671988,90535,17360,39906,161465,14296,17263,18082,9512,108913,5536,1019543,986789,32754,451408,1476487,1025079,1372,1551,5817,4081,8112,5158,97886,105644,244556,308852,470630,96628,7180,885497,87263,192,798234,156684,132483,43998,80332,67973,237298,71882,16716,103781,41504,37216,115840,83969,56040,30240,732,66769,0.4473,127732,52377,331868,67924,101146,105058,104267,505827,107233,110626,24037,41292,23940,7930,11160,66723,57150,232232,942,361038,21239,40502,79996,361038,99460,131225,231410,163656,227864,287397,121627,953892,1842682,1869217,1818067,231321,231410,417801,27685,38329,974005,125055,244556,289281,93577,90029,199169,1232583,31559,27594,221280,935676,196968,1765526,1570021,131176,58649,2015
01,632850,1213540,1981,82966,127820,45381,35050,45130,56864,59472,67012,49457,23643,4858979,2352810,2506169,38.7,3204076,1296681,58918,192870,19069,5590,79209,4666109,6066,1846390,44765,24769,2218391,372001,65156,31401,536,29.9,1253595,5502,712544,327591,191899,113548,68440,5275,4636,135692,24438,20721,284878,325339,305660,130718,290935,149762,47974830,175030,127716,118330,115843,105015,103419,92640,88450,73254,150846,178506,198404,125913,67847,67117,58060,729,75700,134100,219600,863674,1846390,592795,1526560,34684,44714,63107,104327,69304,39878,46896,286795,10498,78975,91049,146407,161740,158823,98678,67288,36997,37795,93612,154285,150527,147593,149521,148508,165317,162458,58472,85484,52587,70314,85736,56675,37707,26286,138715,156432,149658,97955,68303,30497,36955,96872,163670,155990,156724,158355,155891,174290,172912,69783,90625,57793,79947,103742,79124,56304,55632,3329913,1303298,20503,59393,181551,53685,56730,83480,34540,404368,9435,2197662,2040118,157544,1671374,3878471,2207097,3992,2042,74310,72169,8839,6948,222843,220187,504626,631726,1108408,352408,5703,1900724,180752,173,1719972,467653,208242,34383,171239,128389,459777,111441,33689,291477,106030,106557,241235,196149,108227,51525,2188,139826,0.4811,288250,119599,1018063,292070,251849,245619,260862,1191243,256395,496882,45104,89730,52620,28415,68537,214557,121276,620239,1369,692610,40084,121692,108341,692610,198139,334381,483264,331724,616079,676696,292097,2520405,4736333,4801599,4690508,876016,483264,974431,22130,63757,2011723,266452,504626,823871,194514,207767,513465,3282252,110415,118020,232239,1947966,192870,4573857,4340562,149576,69524,2015
25,946547,1613404,1959,60419,234295,79227,60544,97349,106053,117026,113151,76302,35632,6794422,3297384,3497038,39.4,4958598,459884,428592,757948,7162,49348,132210,6036474,364059,2559951,70628,38130,2845805,285854,35993,15234,1014,30.6,1579953,41820,1105274,425202,293403,201752,80408,7986,3257,131799,24856,22991,394256,429697,414244,182311,472821,346982,97584250,154491,124961,105362,98489,92936,101287,88652,87266,84058,172202,230919,309808,264100,176557,213350,255513,1164,242900,352100,505000,1188714,2559951,979998,1470161,156818,299890,302736,166726,122579,122452,179424,24271,6437,45846,160573,187224,188483,205101,128790,102112,52873,50900,144377,241483,225695,206137,205207,227054,248220,231913,87365,115930,67476,92339,112994,72236,52518,50957,178159,186118,191164,122155,103848,48497,53380,144597,242102,232496,208153,219106,240737,260391,245722,94727,129980,79660,101853,135721,92753,80831,104888,5373238,499357,10663,430739,272421,103707,158278,314284,112709,420547,4606,3739683,3522203,217480,1834359,5578648,3744289,26639,18575,30689,24832,39486,24097,371673,363408,1086715,1616429,1387194,350671,124807,2677940,256929,169784,2421011,535909,231092,13583,320117,190678,990793,259988,84925,317217,155833,128532,374569,475989,129842,80137,5731,111399,0.4848,864974,252083,1184423,332972,308326,314573,339468,1732925,452331,459349,64236,197950,158305,37305,52003,261044,139639,910482,5733,1581552,208953,324206,523188,1581552,238732,306595,769643,625681,915235,928746,280365,3662418,6558724,6725678,6581752,752071,769643,1111183,173988,164032,3450540,362478,1086715,1051158,227193,601150,521512,4706644,261985,426993,357219,3286508,757948,6429039,4953369,550235,222988,2015
19,450450,796799,1968,31269,75329,24543,18057,28636,38170,41663,44465,43092,20545,3123899,1549289,1574610,38.1,2710477,104348,68134,174318,8819,3287,51495,2949581,21648,1247249,54736,28628,1369379,122130,25408,14524,594,27.3,881480,2993,527408,229955,163729,117120,41548,2770,2291,66226,19002,17535,277561,259731,211828,88067,136528,54767,28704265,73157,64033,60543,65270,63398,63551,58372,61008,56127,111835,142918,173284,106610,56383,49121,41639,718,84900,136100,208800,628004,1247249,365769,997917,52567,34012,48006,50836,57104,47926,28832,51921,8246,38557,71551,98619,107752,102608,63167,52603,24025,23240,65656,96375,102408,94746,91453,94464,105945,104204,43814,56766,33092,41674,53874,38984,28208,25612,96465,98936,100865,60341,44850,22931,23958,63379,95445,98524,93336,88524,93290,106173,105892,41907,60086,33581,45331,60421,48424,38143,53808,2826672,106610,11554,68505,261650,28392,30359,34239,19728,212880,1350,1669321,1599893,69428,804469,2475140,1670671,3606,2538,7050,4020,9100,4360,179025,192838,377035,457688,728753,149321,21230,1410780,135819,0,1274961,296151,176251,60661,122600,101009,388003,117400,27504,251893,64782,47860,186627,113881,74075,43598,2190,105163,0.4393,179556,100975,664912,149914,162805,162570,160955,809269,190816,171665,42922,64700,30063,10960,22448,151343,82757,405193,887,551098,39696,73020,93036,551098,152311,272726,355226,268532,370009,491819,207238,1573352,3021823,3081446,3006820,367414,355226,681336,54044,64248,1574828,236728,377035,578730,152488,124708,292120,2074504,58751,53967,369380,1510580,174318,2928815,2703584,117207,50022,2015
02,86385,163800,1983,7228,18005,6826,7814,6957,9294,9391,13064,7534,4150,738432,388695,349737,33.3,452472,24739,45753,51825,98300,2201,56801,686607,5608,250185,73355,34352,309453,59268,5624,3884,1061,29,159922,444,104097,63071,42426,24361,16693,910,462,20645,6257,5242,68381,64398,51094,15563,23620,9641,6645700,9842,8052,8962,7948,9594,9312,10653,11326,7661,17831,26416,37646,28571,18408,21191,16772,1163,172600,259600,362700,120348,250185,90263,191353,22681,16169,22729,16555,9660,9604,4769,15682,800,8226,3695,27883,26777,25914,15522,11287,7908,7159,21909,33887,30046,26006,21772,22271,26194,25185,10403,13524,6592,8839,9494,4699,3220,2204,26878,25525,22836,15056,8512,4742,5734,15267,28960,25885,22807,21071,21255,23606,25470,9699,10474,5761,8416,9016,4875,4509,3383,481314,26176,101133,47295,60959,4173,5580,9710,6911,47683,17748,385165,354766,30399,168480,571393,402913,2374,2737,2108,1489,2243,1590,33304,36383,87869,118025,186391,39680,5050,292315,45738,43,246577,73205,67260,18954,34319,25415,83083,12651,6916,11461,16760,41595,38999,30351,27012,7250,259,17968,0.4322,51547,27941,128052,33620,37285,38308,41805,189880,40523,34616,7537,17079,11354,2360,3967,29586,25694,97577,406,129291,20281,25838,26177,129291,42889,39325,80331,62930,75250,95569,35560,398515,720765,727862,705529,74532,80331,167439,28801,16095,363075,38113,87869,103684,34279,36260,95047,469523,9753,16621,87909,346980,,683671,573242,27069,5989,2015
